SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
64,Bitcoin,BTC,01-07-13 23:59,97.66490173,86.29720306,97.51000214,88.05000305,182887,1000065296
65,Bitcoin,BTC,02-07-13 23:59,92.30000305,87.51000214,88.05000305,90.13400269,125320,1024082228
66,Bitcoin,BTC,03-07-13 23:59,90.98120117,76.97920227,90.40499878,77.52999878,111827,881233115.5
67,Bitcoin,BTC,04-07-13 23:59,83.10500336,72,78.88999939,80.52580261,141903,915618608.9
68,Bitcoin,BTC,05-07-13 23:59,80,65.52600098,79.98999786,68.43099976,272756,778411178.9
69,Bitcoin,BTC,06-07-13 23:59,75,66.81999969,68.50499725,70.27729797,79829.60156,799741618.5
70,Bitcoin,BTC,07-07-13 23:59,74.56109619,66.62000275,68.74900055,74.56109619,111065,848838978.9
71,Bitcoin,BTC,08-07-13 23:59,80,72.59999847,76.5,76.51599884,145177,871457940.1
72,Bitcoin,BTC,09-07-13 23:59,78.30000305,72.51999664,76,76.69400024,101031,873841849.3
73,Bitcoin,BTC,10-07-13 23:59,87,76.19999695,76.72000122,86.76000214,144327,988957719
74,Bitcoin,BTC,11-07-13 23:59,90.27999878,85.07990265,88,88.98000336,234647,1014650063
75,Bitcoin,BTC,12-07-13 23:59,104,88.16600037,88.97899628,93.59490204,94390.70313,1067634684
76,Bitcoin,BTC,13-07-13 23:59,98.25,88.06220245,93.98989868,98.1339035,76410.70313,1119796120
77,Bitcoin,BTC,14-07-13 23:59,98.69999695,92.86000061,98.69999695,94.69129944,88303.5,1080917760
78,Bitcoin,BTC,15-07-13 23:59,101.9000015,93.11000061,93.60500336,98.40019989,87502,1123658944
79,Bitcoin,BTC,16-07-13 23:59,99.86229706,96.14160156,98.89029694,97.45079803,72350.89844,1113217032
80,Bitcoin,BTC,17-07-13 23:59,99.97000122,96.18000031,96.70999908,98.5,80846.79688,1125658000
81,Bitcoin,BTC,18-07-13 23:59,98.80000305,86.19999695,98.5,90.58000183,132234,1035512825
82,Bitcoin,BTC,19-07-13 23:59,95.20010376,87.80000305,90.06890106,92.16999817,114580,1054083771
83,Bitcoin,BTC,20-07-13 23:59,93.09999847,89.27110291,92,89.39009857,89506.20313,1022707665
84,Bitcoin,BTC,21-07-13 23:59,91.94999695,88,89.8214035,90.75730133,99815.39844,1038798980
85,Bitcoin,BTC,22-07-13 23:59,91.9980011,90.07540131,91.9980011,91.61000061,182760,1048939081
86,Bitcoin,BTC,23-07-13 23:59,96.81929779,91.59999847,91.59999847,95.5585022,82703.29688,1094484058
87,Bitcoin,BTC,24-07-13 23:59,95.98999786,93,95.5585022,94.51000214,72243.5,1082848325
88,Bitcoin,BTC,25-07-13 23:59,97.33000183,93.86569977,94.50499725,96.90000153,108222,1110587858
89,Bitcoin,BTC,26-07-13 23:59,97.46910095,96,96.94999695,96.02020264,98273.29688,1100902800
90,Bitcoin,BTC,27-07-13 23:59,96.99500275,93,96.02010345,94.11599731,286655,1079491697
91,Bitcoin,BTC,28-07-13 23:59,100.5770035,94,94.40000153,99.7559967,141302,1144602838
92,Bitcoin,BTC,29-07-13 23:59,102.5,98.45500183,98.59999847,101.1999969,118268,1161619140
93,Bitcoin,BTC,30-07-13 23:59,107.9899979,100.4700012,101.4889984,107.9899979,81315.89844,1240092366
94,Bitcoin,BTC,31-07-13 23:59,111.3440018,103.8799973,107.9499969,106.0899963,113086,1218777834
95,Bitcoin,BTC,01-08-13 23:59,108,103.0110016,106.2129974,104,179315,1195225200
96,Bitcoin,BTC,02-08-13 23:59,108,101.2109985,104.8560028,104.5009995,191411,1201487185
97,Bitcoin,BTC,03-08-13 23:59,105.7799988,102.0019989,104.5009995,104.0049973,125364,1196226508
98,Bitcoin,BTC,04-08-13 23:59,105.9499969,103.5230026,104.9499969,105.1439972,246829,1209797378
99,Bitcoin,BTC,05-08-13 23:59,107.7699966,105,105.1200027,106.2200012,219724,1222677176
100,Bitcoin,BTC,06-08-13 23:59,107.3820038,105.5569992,106.7200012,106.75,270668,1229098150
101,Bitcoin,BTC,07-08-13 23:59,106.75,106.75,106.75,106.75,308396,1229098150
102,Bitcoin,BTC,08-08-13 23:59,106.75,101.2600021,106.75,103,268279,1187105900
103,Bitcoin,BTC,09-08-13 23:59,105.75,101.9349976,103.0699997,102.8000031,218797,1185307130
104,Bitcoin,BTC,10-08-13 23:59,103.9000015,102.4100037,102.8000031,103,153437,1188153925
105,Bitcoin,BTC,11-08-13 23:59,105.1900024,102.7549973,103,105,186620,1211789250
106,Bitcoin,BTC,12-08-13 23:59,108,103.5,105,106.6360016,168193,1231248581
107,Bitcoin,BTC,13-08-13 23:59,109.3499985,104.6500015,106.9899979,109,120274,1259042650
108,Bitcoin,BTC,14-08-13 23:59,114.9950027,108.0009995,109.5550003,112.5619965,151671,1300656724
109,Bitcoin,BTC,15-08-13 23:59,113.2450027,109,112.5619965,109.9899979,158829,1271404657
110,Bitcoin,BTC,16-08-13 23:59,112.3000031,108.5169983,109.9950027,108.9940033,129058,1260352119
111,Bitcoin,BTC,17-08-13 23:59,113.75,108.2249985,108.9940033,113.5,280005,1312996375
112,Bitcoin,BTC,18-08-13 23:59,114.6880035,112,112.75,113.5,173065,1313544013
113,Bitcoin,BTC,19-08-13 23:59,123.0619965,111.7710037,113.3799973,119,166282,1377725475
114,Bitcoin,BTC,20-08-13 23:59,123.0110016,117.5080032,119,121.2050018,156820,1403829641
115,Bitcoin,BTC,21-08-13 23:59,124.9140015,119.6819992,121.2099991,123.3000031,123269,1428698678
116,Bitcoin,BTC,22-08-13 23:59,123.5,120.5999985,123.3000031,121.1500015,132403,1404437433
117,Bitcoin,BTC,23-08-13 23:59,122,118.4440002,122,118.5009995,149855,1374309422
118,Bitcoin,BTC,24-08-13 23:59,121.3899994,118.0199966,118.5100021,120.0449982,291633,1392768092
119,Bitcoin,BTC,25-08-13 23:59,122.9869995,119.1699982,119.6029968,122.1110001,253082,1417198897
120,Bitcoin,BTC,26-08-13 23:59,122.7549973,119.9300003,122.1110001,120.0559998,171739,1393847159
121,Bitcoin,BTC,27-08-13 23:59,127.2399979,120.0699997,120.0699997,126.5,362626,1469193138
122,Bitcoin,BTC,28-08-13 23:59,127.3199997,122.6200027,126.4800034,122.6200027,239591,1424675798
123,Bitcoin,BTC,29-08-13 23:59,123.6999969,122.2099991,122.6200027,122.3899994,137822,1422584866
124,Bitcoin,BTC,30-08-13 23:59,135.75,120.9899979,122.3499985,133.4900055,205229,1552288465
125,Bitcoin,BTC,31-08-13 23:59,140.8899994,132.7200012,133.0899963,135.3500061,122748,1574672051
126,Bitcoin,BTC,01-09-13 23:59,145.8099976,134.8099976,135.1399994,138.3399963,126179,1610215347
127,Bitcoin,BTC,02-09-13 23:59,146.5,134.8899994,138.6300049,135.8500061,81632.39844,1581969854
128,Bitcoin,BTC,03-09-13 23:59,138.3399963,133,135.6100006,136.7700043,95657.39844,1593346565
129,Bitcoin,BTC,04-09-13 23:59,144.5,123.6100006,136.5299988,126.7399979,84412.70313,1477012118
130,Bitcoin,BTC,05-09-13 23:59,131.4400024,121.8300018,126.7600021,126.4300003,83902.20313,1473965191
131,Bitcoin,BTC,06-09-13 23:59,127.3399963,119.1500015,126.4899979,119.1500015,82093.5,1389646450
132,Bitcoin,BTC,07-09-13 23:59,125.9400024,118.4599991,118.8899994,124.1500015,65139.89844,1448411494
133,Bitcoin,BTC,08-09-13 23:59,124.7200012,120.4899979,124.1299973,121.6600037,61823.89844,1419836072
134,Bitcoin,BTC,09-09-13 23:59,129.0599976,119.75,121.8600006,127.1100006,113844,1484085516
135,Bitcoin,BTC,10-09-13 23:59,129.7400055,125.9000015,127.2699966,125.9100037,65893.60156,1470679164
136,Bitcoin,BTC,11-09-13 23:59,137.8300018,123.2699966,125.8899994,135.25,86073.39844,1580450350
137,Bitcoin,BTC,12-09-13 23:59,136.0800018,131.8099976,135.5500031,133.1300049,65376.69922,1556386219
138,Bitcoin,BTC,13-09-13 23:59,137.5800018,132.2700043,132.8300018,134.9799957,68251.89844,1578699084
139,Bitcoin,BTC,14-09-13 23:59,135.8500061,128.8699951,135.0099945,129.2200012,116352,1512038756
140,Bitcoin,BTC,15-09-13 23:59,131.4400024,128.2599945,129.3999939,130.3699951,66784.60156,1526085146
141,Bitcoin,BTC,16-09-13 23:59,132.7200012,129.7700043,130.8600006,131.7200012,121420,1542395098
142,Bitcoin,BTC,17-09-13 23:59,132.7599945,124.8899994,131.5899963,131.6600037,81875.60156,1542278406
143,Bitcoin,BTC,18-09-13 23:59,133.1999969,130.5399933,131.7100067,131.4700012,58972,1540598328
144,Bitcoin,BTC,19-09-13 23:59,131.7700043,128.4499969,131.3699951,129.6499939,92058.5,1519883709
145,Bitcoin,BTC,20-09-13 23:59,135.6199951,126.6800003,129.6999969,127.0400009,63787.30078,1489921944
146,Bitcoin,BTC,21-09-13 23:59,128.6100006,126.2399979,126.9499969,127.4300003,104550,1495101147
147,Bitcoin,BTC,22-09-13 23:59,133.9400024,126.5899963,127.8700027,129.1199951,59154.30078,1515584736
148,Bitcoin,BTC,23-09-13 23:59,132.7250061,125.6600037,128.9799957,125.9499969,63033.60156,1479037148
149,Bitcoin,BTC,24-09-13 23:59,127.4599991,125.3899994,126.0500031,127.25,60842,1494974356
150,Bitcoin,BTC,25-09-13 23:59,129.6900024,127.3300018,127.3799973,128.2200012,47857.89844,1507033770
151,Bitcoin,BTC,26-09-13 23:59,134.9340057,127.3199997,128.2100067,128.3800049,86281.10156,1509434269
152,Bitcoin,BTC,27-09-13 23:59,134.7400055,128.4900055,128.9400024,133.7799988,50962.80078,1573520360
153,Bitcoin,BTC,28-09-13 23:59,135.6300049,132.5599976,133.7700043,134.7799988,63726.69922,1585878762
154,Bitcoin,BTC,29-09-13 23:59,140.6100006,134.7100067,134.8999939,137.3399963,97123.60156,1616584505
155,Bitcoin,BTC,30-09-13 23:59,138.3500061,130.2700043,137.1499939,133,52867.30078,1566038425
156,Bitcoin,BTC,01-10-13 23:59,134.6300049,131.5500031,132.6799927,132.1799927,54596.10156,1557001092
157,Bitcoin,BTC,02-10-13 23:59,133.5899963,102.25,132.0500031,114.1299973,37576.60156,1344930746
158,Bitcoin,BTC,03-10-13 23:59,123.6299973,111.8199997,114.4499969,123.6299973,141319,1457492615
159,Bitcoin,BTC,04-10-13 23:59,130.0899963,123.4100037,123.4100037,129.0099945,82388.5,1521498787
160,Bitcoin,BTC,05-10-13 23:59,130.4400024,128.0299988,128.6300049,128.5500031,23967.09961,1516777519
161,Bitcoin,BTC,06-10-13 23:59,129.6600037,126.1500015,128.3600006,129,48426.5,1522686975
162,Bitcoin,BTC,07-10-13 23:59,130.2700043,126.3600006,129.4299927,126.9400024,37303.39844,1498859918
163,Bitcoin,BTC,08-10-13 23:59,127.4700012,124.7099991,126.7399979,126,33871.69922,1488277350
164,Bitcoin,BTC,09-10-13 23:59,131.75,125.5800018,125.8499985,130.6900024,26877.19922,1544249376
165,Bitcoin,BTC,10-10-13 23:59,131.5,129.2599945,130.6699982,130.5899963,40900.19922,1543701125
166,Bitcoin,BTC,11-10-13 23:59,131.8099976,129.6399994,130.75,130.8999939,42252.89844,1547971040
167,Bitcoin,BTC,12-10-13 23:59,135.6600037,130.5599976,130.8999939,135.1900024,25458.30078,1599426131
168,Bitcoin,BTC,13-10-13 23:59,138.6600037,134.5500031,135.1900024,138.1300049,28528.19922,1634968839
169,Bitcoin,BTC,14-10-13 23:59,144.1199951,138.8999939,139.2700043,140.5200043,29986.5,1664129178
170,Bitcoin,BTC,15-10-13 23:59,145.3899994,139.1300049,140.7700043,145.2400055,40713,1720981439
171,Bitcoin,BTC,16-10-13 23:59,152.2299957,142.4299927,145.6499939,142.5500031,44247.30078,1689851848
172,Bitcoin,BTC,17-10-13 23:59,147.4199982,142.4100037,142.4100037,146.25,67836.29688,1734327563
173,Bitcoin,BTC,18-10-13 23:59,155.9600067,145.5700073,146.3699951,155.9600067,30147.19922,1850219763
174,Bitcoin,BTC,19-10-13 23:59,177.4799957,155.6999969,155.9100037,172.4199982,75047.20313,2046457291
175,Bitcoin,BTC,20-10-13 23:59,174.9100037,168.9499969,171.6600037,174.6100006,41142.5,2073319140
176,Bitcoin,BTC,21-10-13 23:59,184.8200073,174.8000031,174.8000031,182.2100067,65337.80078,2164518143
177,Bitcoin,BTC,22-10-13 23:59,196.2700043,182.6499939,182.6499939,193.7599945,31335.5,2302910260
178,Bitcoin,BTC,23-10-13 23:59,213.6199951,192.3800049,193.3600006,213.6199951,27106.90039,2540139399
179,Bitcoin,BTC,24-10-13 23:59,217.4199982,168.5200043,214.3000031,198.2299957,152764,2358198593
180,Bitcoin,BTC,25-10-13 23:59,198.8699951,168.5,197.6900024,186.6900024,49911.80078,2222012384
181,Bitcoin,BTC,26-10-13 23:59,188.4100037,175.75,187.4499969,177.3200073,25761,2111296044
182,Bitcoin,BTC,27-10-13 23:59,196.4400024,176.6000061,176.6000061,196.4400024,23231.69922,2339831217
183,Bitcoin,BTC,28-10-13 23:59,198.6199951,192.0599976,196.2100067,198.5500031,34457.80078,2365837416
184,Bitcoin,BTC,29-10-13 23:59,204.7899933,198.5500031,198.5500031,204.3899994,26876.5,2436241934
185,Bitcoin,BTC,30-10-13 23:59,209.1600037,199.9700012,204.3899994,199.9700012,31246.69922,2384492273
186,Bitcoin,BTC,31-10-13 23:59,205.1799927,198.8500061,199.8300018,204,29693.80078,2433658800
187,Bitcoin,BTC,01-11-13 23:59,206.6499939,202.1300049,203.8999939,206.1799927,84303.39844,2460742837
188,Bitcoin,BTC,02-11-13 23:59,207.7599945,201.6499939,205.8099976,206.2200012,29237,2462261645
189,Bitcoin,BTC,03-11-13 23:59,215.0500031,203.9900055,205.9900055,215.0500031,10861.09961,2568713111
190,Bitcoin,BTC,04-11-13 23:59,231.0099945,213.9400024,214.6600037,229.1000061,17669.90039,2737659088
191,Bitcoin,BTC,05-11-13 23:59,250.6600037,226.2200012,229.2100067,245.2400055,17081.30078,2931598960
192,Bitcoin,BTC,06-11-13 23:59,263,244.7799988,244.7799988,262.5,14933.09961,3138994688
193,Bitcoin,BTC,07-11-13 23:59,304.1700134,261.5499878,261.6799927,296.4100037,78718.10156,3545560087
194,Bitcoin,BTC,08-11-13 23:59,338.6600037,296.9299927,297.8500061,338.1099854,21321.5,4045494603
195,Bitcoin,BTC,09-11-13 23:59,370.8200073,319.7099915,338.5799866,339.1099854,26152.80078,4058705857
196,Bitcoin,BTC,10-11-13 23:59,350.7000122,277.2399902,348.8200073,326.6199951,18051.80078,3910613095
197,Bitcoin,BTC,11-11-13 23:59,351.269989,311.7799988,325.4100037,342.4400024,45854.60156,4101635027
198,Bitcoin,BTC,12-11-13 23:59,362.8099976,342.7999878,343.0599976,360.3299866,18704.40039,4317726291
199,Bitcoin,BTC,13-11-13 23:59,414.0499878,359.7999878,360.9700012,407.3699951,21887.90039,4883103453
200,Bitcoin,BTC,14-11-13 23:59,425.8999939,395.1900024,406.4100037,420.2000122,36453.19922,5038817795
201,Bitcoin,BTC,15-11-13 23:59,437.8900146,396.1099854,419.4100037,417.9500122,28887.19922,5013561020
202,Bitcoin,BTC,16-11-13 23:59,450.2600098,415.5700073,417.2799988,440.2200012,18125.19922,5282849105
203,Bitcoin,BTC,17-11-13 23:59,500.5799866,440.2399902,440.9599915,492.1099854,22967.30078,5907842064
204,Bitcoin,BTC,18-11-13 23:59,703.7800293,494.9400024,496.5799866,703.5599976,16403.90039,8449069629
205,Bitcoin,BTC,19-11-13 23:59,806.1099854,456.3900146,712.7600098,584.6099854,17427.69922,7022949161
206,Bitcoin,BTC,20-11-13 23:59,599.6500244,448.4500122,577.9799805,590.8300171,13826.90039,7100077964
207,Bitcoin,BTC,21-11-13 23:59,733.4000244,577.289978,594.3200073,722.4299927,23997.5,8684240726
208,Bitcoin,BTC,22-11-13 23:59,780.8499756,668.1300049,724.0700073,771.4400024,41021.80078,9276681716
209,Bitcoin,BTC,23-11-13 23:59,844.9699707,771.7000122,771.7000122,797.8200073,33391.60156,9597335799
210,Bitcoin,BTC,24-11-13 23:59,807.3599854,722.8699951,795.6300049,774.25,17760.30078,9317034156
211,Bitcoin,BTC,25-11-13 23:59,810.6799927,754.4299927,773.0200195,799.1099854,16495.09961,9619646225
212,Bitcoin,BTC,26-11-13 23:59,928.539978,800.7999878,805.7299805,928.0999756,12708,11176110593
213,Bitcoin,BTC,27-11-13 23:59,1001.960022,891.6799927,923.8499756,1001.960022,24431.80078,12069885699
214,Bitcoin,BTC,28-11-13 23:59,1077.560059,962.1699829,1003.380005,1031.949951,19493,12435823060
215,Bitcoin,BTC,29-11-13 23:59,1146.969971,1000.640015,1042.01001,1131.969971,25039.30078,13646039846
216,Bitcoin,BTC,30-11-13 23:59,1156.140015,1106.609985,1129.369995,1129.430054,64962.5,13620389321
217,Bitcoin,BTC,01-12-13 23:59,1133.079956,801.8200073,1128.920044,955.8499756,53937.39844,11531708948
218,Bitcoin,BTC,02-12-13 23:59,1055.420044,938.4099731,951.4199829,1043.329956,35090.30078,12591271606
219,Bitcoin,BTC,03-12-13 23:59,1096,1011.210022,1046.400024,1078.280029,98085.89844,13018451838
220,Bitcoin,BTC,04-12-13 23:59,1156.119995,1070.160034,1077.579956,1151.170044,117333,13903428351
221,Bitcoin,BTC,05-12-13 23:59,1154.359985,897.1099854,1152.72998,1045.109985,72362.39844,12626914509
222,Bitcoin,BTC,06-12-13 23:59,1042.380005,829.4500122,1042.380005,829.4500122,57426.10156,10025645095
223,Bitcoin,BTC,07-12-13 23:59,854.6400146,640.2199707,835.3200073,698.2299805,37598.19922,8442962249
224,Bitcoin,BTC,08-12-13 23:59,802.5100098,670.8800049,697.3099976,795.8699951,24999.80078,9627500113
225,Bitcoin,BTC,09-12-13 23:59,921.9299927,780.9000244,793.7999878,893.1900024,34883.60156,10808715488
226,Bitcoin,BTC,10-12-13 23:59,997.2299805,892.3200073,892.3200073,988.5100098,42365.60156,11966951486
227,Bitcoin,BTC,11-12-13 23:59,1001.580017,834.2299805,989.0700073,878.4799805,29438.19922,10638546534
228,Bitcoin,BTC,12-12-13 23:59,901.9400024,844.9500122,882.7800293,873.2600098,35008.30078,10578889955
229,Bitcoin,BTC,13-12-13 23:59,941.789978,860.0499878,874.9799805,892.5800171,34746.5,10816819988
230,Bitcoin,BTC,14-12-13 23:59,904.6500244,858.3599854,899.8499756,872.5999756,21150.30078,10578987915
231,Bitcoin,BTC,15-12-13 23:59,886.1599731,825,875.289978,876.1199951,18235.30078,10625517651
232,Bitcoin,BTC,16-12-13 23:59,882.25,668.25,880.3300171,705.9699707,15356.7998,8565534010
233,Bitcoin,BTC,17-12-13 23:59,754.8300171,630.8800049,706.3699951,682.1199951,23213.19922,8279623719
234,Bitcoin,BTC,18-12-13 23:59,679.3200073,420.5100098,678.2000122,522.7000122,12931.90039,6347159168
235,Bitcoin,BTC,19-12-13 23:59,707.2299805,502.8900146,519.0599976,691.960022,12038.2002,8406397153
236,Bitcoin,BTC,20-12-13 23:59,729.1599731,595.3300171,694.2199707,625.3200073,15632.2998,7599576492
237,Bitcoin,BTC,21-12-13 23:59,654.2700195,579.1699829,619.9000244,605.6599731,20845.09961,7363114611
238,Bitcoin,BTC,22-12-13 23:59,666.7399902,585.6400146,601.7800293,617.1799927,14019,7505757423
239,Bitcoin,BTC,23-12-13 23:59,680.9099731,611.039978,613.0599976,673.4099731,14482.59961,8192487202
240,Bitcoin,BTC,24-12-13 23:59,684.3900146,645.710022,672.3599854,665.5800171,12834.2002,8100042042
241,Bitcoin,BTC,25-12-13 23:59,682.7000122,649.4799805,666.3099976,682.210022,11861.09961,8305173374
242,Bitcoin,BTC,26-12-13 23:59,777.75,683.9400024,683.9400024,761.9799805,17059.80078,9279735331
243,Bitcoin,BTC,27-12-13 23:59,777.5100098,713.5999756,763.2800293,735.0700073,8073.660156,8955394564
244,Bitcoin,BTC,28-12-13 23:59,747.0599976,705.3499756,737.9799805,727.8300171,10021.09961,8869918644
245,Bitcoin,BTC,29-12-13 23:59,748.6099854,714.4400024,728.0499878,745.0499878,15642.7002,9082103621
246,Bitcoin,BTC,30-12-13 23:59,766.5999756,740.2399902,741.3499756,756.1300049,12268.90039,9217167990
247,Bitcoin,BTC,31-12-13 23:59,760.5800171,738.1699829,760.3200073,754.0100098,16130,9191325349
248,Bitcoin,BTC,01-01-14 23:59,775.3499756,754.9699707,754.9699707,771.4000244,24533.30078,9403308145
249,Bitcoin,BTC,02-01-14 23:59,820.3099976,767.210022,773.4400024,802.3900146,29143.69922,9781073921
250,Bitcoin,BTC,03-01-14 23:59,834.1500244,789.1199951,802.8499756,818.7199707,17843.5,9980135396
251,Bitcoin,BTC,04-01-14 23:59,859.5100098,801.6699829,823.2700195,859.5100098,16093,10477362437
252,Bitcoin,BTC,05-01-14 23:59,952.4000244,854.5200195,858.5499878,933.5300293,27625.19922,11379660685
253,Bitcoin,BTC,06-01-14 23:59,1017.119995,905.710022,936.0499878,953.289978,21911,11620533603
